"site","day","pfpr_2_10","cases_0_5","cases_5_100","n_0_5","n_5_100","itn_use","n_smc"
"B",125,0.42,0,0,10547,39070,0,0
"B",126,0.42,0,0,10548,39069,0,0
"B",127,0.42,0,0,10543,39074,0,0
"B",128,0.42,1,0,10548,39069,0,0
"B",129,0.41,0,1,10549,39067,0,0
"B",130,0.41,0,0,10549,39067,0,0
"B",131,0.41,0,0,10549,39068,0,0
"B",132,0.41,0,0,10547,39070,0,0
"B",133,0.41,0,1,10545,39072,0,0
"B",134,0.41,0,0,10550,39067,0,0
"B",135,0.4,0,2,10556,39061,0,0
"B",136,0.4,0,1,10554,39063,0,0
"B",137,0.4,0,1,10557,39060,0,0
"B",138,0.4,1,1,10557,39060,0,0
"B",139,0.4,1,1,10559,39058,0,0
"B",140,0.39,2,1,10554,39063,0,0
"B",141,0.39,0,3,10552,39065,0,0
"B",142,0.39,1,1,10551,39066,0,0
"B",143,0.39,1,1,10549,39068,0,0
"B",144,0.39,5,2,10551,39066,0,0
"B",145,0.39,2,0,10548,39069,0,0
"B",146,0.39,7,2,10544,39073,0,0
"B",147,0.38,2,2,10539,39078,0,0
"B",148,0.38,1,5,10544,39073,0,0
"B",149,0.38,8,4,10545,39072,0,0
"B",150,0.38,9,3,10543,39074,0,0
"B",151,0.38,5,6,10542,39075,0,0
"B",152,0.38,8,3,10540,39077,0,0
"B",153,0.38,10,4,10543,39074,0,0
"B",154,0.38,8,3,10546,39071,0,0
"B",155,0.38,6,7,10547,39071,0,0
"B",156,0.37,6,3,10544,39074,0,0
"B",157,0.37,7,8,10540,39078,0,0
"B",158,0.37,13,6,10536,39082,0,0
"B",159,0.37,14,7,10534,39084,0,0
"B",160,0.37,9,5,10538,39080,0,0
"B",161,0.37,6,3,10535,39084,0,0
"B",162,0.37,9,5,10527,39092,0,0
"B",163,0.37,9,16,10531,39088,0,0
"B",164,0.37,16,9,10524,39095,0,0
"B",165,0.37,17,9,10526,39092,0,0
"B",166,0.37,18,11,10528,39091,0,0
"B",167,0.37,12,7,10529,39090,0,0
"B",168,0.37,27,10,10531,39088,0,0
"B",169,0.38,18,17,10533,39087,0,0
"B",170,0.38,18,11,10532,39089,0,0
"B",171,0.38,16,11,10530,39091,0,0
"B",172,0.38,26,17,10525,39096,0,0
"B",173,0.38,24,19,10529,39093,0,0
"B",174,0.38,25,11,10526,39096,0,0
"B",175,0.38,23,19,10524,39098,0,0
"B",176,0.38,21,17,10524,39098,0,0
"B",177,0.38,30,13,10530,39092,0,0
"B",178,0.39,26,19,10530,39092,0,0
"B",179,0.39,27,13,10530,39092,0,0
"B",180,0.39,27,17,10531,39091,0,0
"B",181,0.39,37,17,10533,39089,0,0
"B",182,0.39,22,23,10533,39089,0,0
"B",183,0.39,35,20,10539,39084,0,0
"B",184,0.4,42,18,10544,39079,0,0
"B",185,0.4,22,23,10541,39082,0,0
"B",186,0.4,30,24,10542,39081,0,0
"B",187,0.4,34,27,10544,39079,0,0
"B",188,0.41,40,23,10543,39080,0,0
"B",189,0.41,38,28,10542,39081,0,0
"B",190,0.41,50,26,10545,39077,0,0
"B",191,0.42,35,33,10546,39076,0,0
"B",192,0.42,53,26,10546,39076,0,0
"B",193,0.42,44,26,10543,39079,0,0
"B",194,0.42,40,28,10546,39076,0,0
"B",195,0.43,42,31,10548,39074,0,0
"B",196,0.43,56,33,10547,39075,0,0
"B",197,0.43,54,38,10543,39079,0,0
"B",198,0.43,57,54,10535,39087,0,0
"B",199,0.44,46,41,10537,39085,0,0
"B",200,0.44,50,34,10540,39082,0,0
"B",201,0.44,64,33,10545,39077,0,0
"B",202,0.44,64,29,10546,39076,0,0
"B",203,0.45,63,39,10549,39073,0,0
"B",204,0.45,60,34,10549,39073,0,0
"B",205,0.46,59,50,10550,39072,0,0
"B",206,0.46,65,46,10555,39067,0,0
"B",207,0.46,70,44,10557,39065,0,0
"B",208,0.47,71,56,10548,39074,0,0
"B",209,0.47,86,51,10551,39070,0,0
"B",210,0.48,86,59,10554,39067,0,0
"B",211,0.48,66,57,10553,39068,0,0
"B",212,0.49,89,45,10551,39070,0,0
"B",213,0.49,88,65,10551,39070,0,0
"B",214,0.5,82,71,10552,39069,0,0
"B",215,0.5,99,57,10552,39068,0,0
"B",216,0.51,61,68,10549,39071,0,0
"B",217,0.51,109,59,10547,39073,0,0
"B",218,0.52,103,76,10555,39066,0,0
"B",219,0.52,108,59,10552,39069,0,0
"B",220,0.53,94,71,10554,39067,0,0
"B",221,0.53,121,82,10557,39064,0,0
"B",222,0.54,91,65,10564,39057,0,0
"B",223,0.54,123,77,10563,39058,0,0
"B",224,0.55,133,83,10562,39059,0,0
"B",225,0.55,109,86,10563,39057,0,0
"B",226,0.56,126,86,10560,39060,0,0
"B",227,0.56,108,86,10560,39059,0,0
"B",228,0.57,155,83,10565,39054,0,0
"B",229,0.57,127,93,10566,39053,0,0
"B",230,0.57,154,79,10567,39052,0,0
"B",231,0.58,138,71,10570,39049,0,0
"B",232,0.58,133,103,10574,39045,0,0
"B",233,0.59,160,103,10570,39049,0,0
"B",234,0.59,144,103,10569,39050,0,0
"B",235,0.6,143,115,10566,39053,0,0
"B",236,0.6,166,123,10570,39049,0,0
"B",237,0.61,162,79,10560,39059,0,0
"B",238,0.62,167,117,10562,39056,0,0
"B",239,0.62,154,119,10558,39060,0,0
"B",240,0.63,161,116,10555,39065,0,0
"B",241,0.63,155,129,10557,39063,0,0
"B",242,0.64,171,136,10561,39059,0,0
"B",243,0.65,183,132,10564,39055,0,0
"B",244,0.65,180,131,10560,39059,0,0
"B",245,0.66,189,120,10558,39061,0,0
"B",246,0.66,185,118,10556,39063,0,0
"B",247,0.67,172,121,10555,39064,0,0
"B",248,0.67,164,145,10550,39069,0,0
"B",249,0.68,202,133,10548,39071,0,0
"B",250,0.68,192,136,10549,39070,0,0
"B",251,0.69,220,144,10552,39067,0,0
"B",252,0.69,205,135,10556,39063,0,0
"B",253,0.69,219,146,10552,39068,0,0
"B",254,0.7,215,139,10555,39065,0,0
"B",255,0.71,212,155,10560,39060,0,0
"B",256,0.71,214,163,10560,39061,0,0
"B",257,0.72,205,164,10560,39061,0,0
"B",258,0.72,226,136,10555,39065,0,0
"B",259,0.72,221,157,10551,39069,0,0
"B",260,0.73,220,187,10550,39070,0,0
"B",261,0.73,246,155,10555,39065,0,0
"B",262,0.74,210,168,10549,39071,0,0
"B",263,0.74,252,175,10551,39069,0,0
"B",264,0.74,232,189,10554,39066,0,0
"B",265,0.74,206,172,10554,39066,0,0
"B",266,0.75,214,172,10553,39067,0,0
"B",267,0.75,263,163,10552,39068,0,0
"B",268,0.75,211,164,10554,39066,0,0
"B",269,0.76,237,178,10555,39065,0,0
"B",270,0.76,227,173,10551,39069,0,0
"B",271,0.76,259,162,10552,39068,0,0
"B",272,0.76,256,174,10553,39067,0,0
"B",273,0.77,263,186,10550,39070,0,0
"B",274,0.77,271,179,10552,39067,0,0
"B",275,0.77,231,171,10550,39069,0,0
"B",276,0.78,227,205,10548,39071,0,0
"B",277,0.78,237,192,10544,39075,0,0
"B",278,0.79,230,171,10551,39068,0,0
"B",279,0.79,233,185,10556,39063,0,0
"B",280,0.79,239,190,10552,39067,0,0
"B",281,0.79,238,180,10558,39061,0,0
"B",282,0.79,232,174,10556,39063,0,0
"B",283,0.79,247,185,10552,39067,0,0
"B",284,0.79,252,185,10557,39062,0,0
"B",285,0.8,245,181,10558,39061,0,0
"B",286,0.8,210,193,10557,39062,0,0
"B",287,0.79,245,167,10556,39063,0,0
"B",288,0.8,269,168,10554,39065,0,0
"B",289,0.8,222,150,10555,39064,0,0
"B",290,0.8,224,197,10549,39070,0,0
"B",291,0.8,236,174,10552,39067,0,0
"B",292,0.81,247,137,10552,39067,0,0
"B",293,0.8,275,189,10548,39071,0,0
"B",294,0.81,209,148,10545,39074,0,0
"B",295,0.81,244,182,10538,39081,0,0
"B",296,0.81,219,148,10533,39086,0,0
"B",297,0.81,247,156,10532,39087,0,0
"B",298,0.81,207,162,10527,39092,0,0
"B",299,0.81,202,160,10533,39085,0,0
"B",300,0.81,185,147,10536,39082,0,0
"B",301,0.81,207,150,10536,39082,0,0
"B",302,0.81,172,134,10536,39082,0,0
"B",303,0.81,192,139,10537,39081,0,0
"B",304,0.81,195,141,10536,39082,0,0
"B",305,0.81,166,139,10529,39089,0,0
"B",306,0.81,170,142,10528,39091,0,0
"B",307,0.81,209,139,10530,39089,0,0
"B",308,0.81,219,139,10532,39087,0,0
"B",309,0.81,171,155,10535,39084,0,0
"B",310,0.82,182,145,10538,39081,0,0
"B",311,0.81,197,131,10542,39077,0,0
"B",312,0.81,174,118,10543,39076,0,0
"B",313,0.81,158,113,10543,39076,0,0
"B",314,0.81,163,112,10541,39078,0,0
"B",315,0.81,158,111,10549,39070,0,0
"B",316,0.81,149,96,10546,39074,0,0
"B",317,0.81,156,120,10543,39077,0,0
"B",318,0.81,148,125,10542,39078,0,0
"B",319,0.81,138,113,10538,39082,0,0
"B",320,0.81,117,96,10535,39085,0,0
"B",321,0.81,151,106,10537,39083,0,0
"B",322,0.81,120,83,10529,39091,0,0
"B",323,0.81,128,75,10526,39094,0,0
"B",324,0.81,132,89,10529,39091,0,0
"B",325,0.81,117,72,10528,39092,0,0
"B",326,0.8,115,70,10526,39094,0,0
"B",327,0.81,141,95,10523,39097,0,0
"B",328,0.8,101,66,10525,39095,0,0
"B",329,0.8,98,76,10525,39095,0,0
"B",330,0.8,99,74,10533,39086,0,0
"B",331,0.8,84,59,10529,39090,0,0
"B",332,0.8,75,55,10531,39088,0,0
"B",333,0.8,88,62,10532,39087,0,0
"B",334,0.8,64,53,10528,39091,0,0
"B",335,0.8,70,47,10529,39090,0,0
"B",336,0.79,64,53,10527,39092,0,0
"B",337,0.79,50,36,10528,39091,0,0
"B",338,0.79,73,25,10533,39086,0,0
"B",339,0.79,77,42,10533,39087,0,0
"B",340,0.79,53,21,10533,39087,0,0
"B",341,0.78,49,28,10541,39079,0,0
"B",342,0.78,41,18,10536,39084,0,0
"B",343,0.78,41,17,10535,39085,0,0
"B",344,0.77,47,30,10538,39081,0,0
"B",345,0.77,40,23,10535,39084,0,0
"B",346,0.77,23,20,10538,39081,0,0
"B",347,0.77,24,21,10536,39082,0,0
"B",348,0.76,27,17,10536,39082,0,0
"B",349,0.76,25,16,10537,39081,0,0
"B",350,0.76,20,12,10538,39080,0,0
"B",351,0.76,22,8,10535,39083,0,0
"B",352,0.75,16,12,10540,39078,0,0
"B",353,0.75,13,6,10540,39078,0,0
"B",354,0.75,9,10,10536,39082,0,0
"B",355,0.74,10,10,10531,39087,0,0
"B",356,0.74,14,11,10531,39087,0,0
"B",357,0.74,10,4,10535,39083,0,0
"B",358,0.73,6,8,10535,39083,0,0
"B",359,0.73,6,6,10538,39080,0,0
"B",360,0.73,2,5,10543,39075,0,0
"B",361,0.72,11,5,10542,39076,0,0
"B",362,0.72,8,2,10538,39080,0,0
"B",363,0.72,7,2,10534,39084,0,0
"B",364,0.71,5,2,10535,39083,0,0
"B",365,0.71,5,3,10535,39082,0,0
"B",366,0.71,5,1,10543,39074,0,0
"B",367,0.71,3,1,10539,39078,0,0
"B",368,0.7,3,3,10537,39079,0,0
"B",369,0.7,4,2,10533,39083,0,0
"B",370,0.69,3,2,10533,39083,0,0
"B",371,0.69,1,1,10531,39085,0,0
"B",372,0.69,1,0,10534,39082,0,0
"B",373,0.68,0,3,10535,39081,0,0
"B",374,0.68,0,1,10530,39086,0,0
"B",375,0.68,2,1,10528,39088,0,0
"B",376,0.68,0,0,10530,39086,0,0
"B",377,0.67,0,0,10528,39088,0,0
"B",378,0.67,4,1,10529,39087,0,0
"B",379,0.67,2,1,10535,39081,0,0
"B",380,0.66,1,0,10538,39078,0,0
"B",381,0.66,1,1,10535,39081,0,0
"B",382,0.66,0,0,10533,39083,0,0
"B",383,0.65,0,0,10529,39087,0,0
"B",384,0.65,1,1,10530,39086,0,0
"B",385,0.65,1,0,10532,39085,0,0
"B",386,0.64,0,2,10531,39086,0,0
"B",387,0.64,0,0,10534,39083,0,0
"B",388,0.64,2,0,10532,39085,0,0
"B",389,0.63,3,0,10532,39085,0,0
"B",390,0.63,0,0,10534,39082,0,0
"B",391,0.63,0,0,10532,39084,0,0
"B",392,0.63,1,0,10529,39088,0,0
"B",393,0.62,1,1,10529,39088,0,0
"B",394,0.62,1,0,10534,39084,0,0
"B",395,0.62,0,0,10538,39080,0,0
"B",396,0.61,0,0,10540,39079,0,0
"B",397,0.61,0,0,10541,39078,0,0
"B",398,0.61,0,0,10540,39079,0,0
"B",399,0.61,0,0,10541,39078,0,0
"B",400,0.6,0,0,10543,39076,0,0
"B",401,0.6,0,1,10543,39076,0,0
"B",402,0.6,2,0,10542,39076,0,0
"B",403,0.59,0,0,10537,39081,0,0
"B",404,0.59,1,2,10539,39079,0,0
"B",405,0.59,2,3,10539,39079,0,0
"B",406,0.59,3,1,10543,39075,0,0
"B",407,0.58,3,5,10547,39070,0,0
"B",408,0.58,1,2,10549,39068,0,0
"B",409,0.58,3,2,10553,39064,0,0
"B",410,0.58,2,4,10552,39065,0,0
"B",411,0.57,2,1,10556,39061,0,0
"B",412,0.57,8,4,10558,39059,0,0
"B",413,0.57,5,1,10556,39061,0,0
"B",414,0.57,8,3,10563,39054,0,0
"B",415,0.56,10,6,10561,39056,0,0
"B",416,0.56,6,8,10561,39056,0,0
"B",417,0.56,14,4,10560,39057,0,0
"B",418,0.56,7,7,10561,39056,0,0
"B",419,0.56,14,8,10561,39056,0,0
"B",420,0.55,11,3,10560,39057,0,0
"B",421,0.55,11,7,10558,39059,0,0
"B",422,0.55,7,5,10560,39057,0,0
"B",423,0.55,15,4,10565,39052,0,0
"B",424,0.55,12,6,10563,39055,0,0
"B",425,0.55,20,4,10564,39054,0,0
"B",426,0.54,13,8,10566,39052,0,0
"B",427,0.54,16,6,10565,39053,0,0
"B",428,0.54,16,8,10562,39056,0,0
"B",429,0.54,14,10,10559,39058,0,0
"B",430,0.54,22,7,10558,39059,0,0
"B",431,0.54,14,10,10561,39057,0,0
"B",432,0.54,10,3,10564,39054,0,0
"B",433,0.54,12,11,10566,39053,0,0
"B",434,0.53,10,8,10568,39051,0,0
"B",435,0.53,13,6,10571,39047,0,0
"B",436,0.53,13,7,10572,39045,0,0
"B",437,0.53,13,9,10578,39039,0,0
"B",438,0.53,13,12,10575,39042,0,0
"B",439,0.53,14,6,10577,39040,0,0
"B",440,0.53,10,9,10575,39042,0,0
"B",441,0.53,16,14,10576,39041,0,0
"B",442,0.52,13,13,10573,39043,0,0
"B",443,0.52,9,15,10573,39043,0,0
"B",444,0.52,11,10,10576,39040,0,0
"B",445,0.52,11,9,10579,39037,0,0
"B",446,0.52,15,8,10577,39039,0,0
"B",447,0.52,4,6,10585,39031,0,0
"B",448,0.52,9,4,10582,39034,0,0
"B",449,0.51,11,7,10577,39039,0,0
"B",450,0.51,11,9,10574,39042,0,0
"B",451,0.51,11,11,10573,39043,0,0
"B",452,0.51,5,5,10570,39046,0,0
"B",453,0.51,10,7,10573,39043,0,0
"B",454,0.51,7,2,10577,39039,0,0
"B",455,0.51,2,3,10579,39037,0,0
"B",456,0.5,5,3,10578,39038,0,0
"B",457,0.5,5,6,10576,39040,0,0
"B",458,0.5,8,3,10580,39036,0,0
"B",459,0.5,4,2,10578,39038,0,0
"B",460,0.5,1,2,10578,39038,0,0
"B",461,0.49,6,5,10584,39032,0,0
"B",462,0.49,3,5,10584,39031,0,0
"B",463,0.49,3,3,10585,39030,0,0
"B",464,0.49,3,2,10589,39027,0,0
"B",465,0.49,3,1,10585,39031,0,0
"B",466,0.48,1,0,10586,39030,0,0
"B",467,0.48,1,1,10587,39028,0,0
"B",468,0.48,4,2,10583,39032,0,0
"B",469,0.48,0,0,10583,39032,0,0
"B",470,0.48,3,0,10580,39035,0,0
"B",471,0.47,0,2,10573,39042,0,0
"B",472,0.47,2,0,10571,39044,0,0
"B",473,0.47,0,2,10570,39045,0,0
"B",474,0.47,1,0,10576,39039,0,0
"B",475,0.46,0,0,10574,39041,0,0
"B",476,0.46,1,0,10571,39043,0,0
"B",477,0.46,1,1,10576,39038,0,0
"B",478,0.46,0,1,10583,39031,0,0
"B",479,0.46,0,1,10577,39037,0,0
"B",480,0.45,1,0,10576,39038,0,0
"B",481,0.45,1,2,10575,39039,0,0
"B",482,0.45,0,2,10579,39035,0,0
"B",483,0.45,1,0,10581,39033,0,0
"B",484,0.45,1,1,10576,39038,0,0
"B",485,0.44,0,1,10581,39033,0,0
"B",486,0.44,0,0,10576,39038,0,0
"B",487,0.44,0,0,10577,39036,0,0
"B",488,0.44,1,0,10571,39042,0,0
"B",489,0.43,1,0,10566,39047,0,0
"B",490,0.43,0,0,10570,39043,0,0
"B",491,0.43,0,0,10571,39042,0,0
"B",492,0.43,0,0,10570,39043,0,0
"B",493,0.43,0,0,10574,39039,0,0
"B",494,0.42,0,1,10577,39036,0,0
"B",495,0.42,0,0,10581,39032,0,0
"B",496,0.42,0,0,10579,39034,0,0
"B",497,0.42,0,0,10582,39031,0,0
"B",498,0.42,1,0,10588,39025,0,0
"B",499,0.41,0,0,10589,39024,0,0
"B",500,0.41,0,0,10587,39026,0,0
"B",501,0.41,0,0,10589,39023,0,0
"B",502,0.41,0,0,10584,39028,0,0
"B",503,0.4,0,0,10581,39031,0,0
"B",504,0.4,2,0,10580,39032,0,0
"B",505,0.4,1,0,10577,39035,0,0
"B",506,0.4,1,0,10579,39033,0,0
"B",507,0.4,3,1,10579,39033,0,0
"B",508,0.39,1,1,10581,39031,0,0
"B",509,0.39,4,2,10583,39029,0,0
"B",510,0.39,3,1,10584,39028,0,0
"B",511,0.39,2,3,10585,39027,0,0
"B",512,0.39,6,4,10584,39028,0,0
"B",513,0.39,7,3,10585,39027,0,0
"B",514,0.39,9,3,10588,39024,0,0
"B",515,0.39,6,4,10586,39026,0,0
"B",516,0.38,5,6,10588,39024,0,0
"B",517,0.38,8,2,10587,39025,0,0
"B",518,0.38,7,3,10584,39028,0,0
"B",519,0.38,8,3,10581,39031,0,0
"B",520,0.38,6,8,10582,39030,0,0
"B",521,0.38,12,4,10583,39029,0,0
"B",522,0.38,10,5,10588,39024,0,0
"B",523,0.38,10,8,10594,39018,0,0
"B",524,0.38,15,7,10591,39021,0,0
"B",525,0.38,16,8,10596,39016,0,0
"B",526,0.38,17,4,10597,39015,0,0
"B",527,0.38,14,14,10594,39018,0,0
"B",528,0.38,20,7,10597,39014,0,0
"B",529,0.38,14,13,10601,39010,0,0
"B",530,0.38,21,6,10602,39009,0,0
"B",531,0.38,14,9,10601,39010,0,0
"B",532,0.38,19,11,10601,39010,0,0
"B",533,0.38,29,8,10598,39013,0,0
"B",534,0.38,30,11,10601,39010,0,0
"B",535,0.38,11,16,10601,39010,0,0
"B",536,0.39,21,16,10602,39009,0,0
"B",537,0.39,22,16,10598,39013,0,0
"B",538,0.39,24,22,10599,39012,0,0
"B",539,0.39,27,13,10602,39009,0,0
"B",540,0.39,23,12,10603,39008,0,0
"B",541,0.39,18,24,10604,39007,0,0
"B",542,0.39,30,11,10607,39004,0,0
"B",543,0.39,29,10,10608,39003,0,0
"B",544,0.4,29,18,10614,38997,0,0
"B",545,0.4,28,14,10612,38999,0,0
"B",546,0.4,29,19,10612,38999,0,0
"B",547,0.4,31,19,10614,38998,0,0
"B",548,0.4,47,22,10610,39002,0,0
"B",549,0.4,33,20,10612,39000,0,0
"B",550,0.4,33,17,10608,39004,0,0
"B",551,0.41,45,18,10609,39003,0,0
"B",552,0.41,41,37,10609,39003,0,0
"B",553,0.41,55,21,10607,39005,0,0
"B",554,0.42,48,27,10609,39003,0,0
"B",555,0.42,48,27,10605,39007,0,0
"B",556,0.42,44,27,10608,39004,0,0
"B",557,0.42,36,25,10607,39005,0,0
"B",558,0.43,49,30,10602,39010,0,0
"B",559,0.43,45,23,10602,39010,0,0
"B",560,0.43,51,30,10607,39005,0,0
"B",561,0.44,42,31,10607,39005,0,0
"B",562,0.44,59,38,10607,39005,0,0
"B",563,0.44,57,43,10612,38999,0,0
"B",564,0.45,56,27,10612,38999,0,0
"B",565,0.45,52,37,10613,38998,0,0
"B",566,0.45,66,43,10616,38995,0,0
"B",567,0.46,75,48,10612,38999,0,0
"B",568,0.46,58,54,10610,39001,0,0
"B",569,0.47,61,43,10613,38998,0,0
"B",570,0.47,77,43,10609,39002,0,0
"B",571,0.47,68,42,10611,39000,0,0
"B",572,0.48,73,42,10611,39000,0,0
"B",573,0.48,76,40,10613,38998,0,0
"B",574,0.48,71,54,10609,39002,0,0
"B",575,0.49,85,42,10610,39001,0,0
"B",576,0.49,71,62,10618,38993,0,0
"B",577,0.5,99,60,10617,38994,0,0
"B",578,0.5,100,61,10620,38991,0,0
"B",579,0.51,120,51,10628,38983,0,0
"B",580,0.51,79,59,10629,38982,0,0
"B",581,0.52,83,66,10636,38975,0,0
"B",582,0.52,99,64,10633,38978,0,0
"B",583,0.53,94,71,10631,38980,0,0
"B",584,0.53,124,64,10631,38980,0,0
"B",585,0.54,103,72,10629,38982,0,0
"B",586,0.54,120,78,10630,38980,0,0
"B",587,0.55,105,58,10631,38979,0,0
"B",588,0.55,125,68,10625,38985,0,0
"B",589,0.56,110,71,10626,38984,0,0
"B",590,0.56,118,88,10624,38986,0,0
"B",591,0.57,129,86,10625,38985,0,0
"B",592,0.57,119,77,10622,38988,0,0
"B",593,0.58,119,90,10622,38988,0,0
"B",594,0.59,145,80,10629,38981,0,0
"B",595,0.59,142,102,10627,38984,0,0
"B",596,0.6,126,85,10624,38987,0,0
"B",597,0.6,156,102,10621,38990,0,0
"B",598,0.61,128,109,10624,38987,0,0
"B",599,0.61,150,91,10622,38989,0,0
"B",600,0.61,134,95,10630,38981,0,0
"B",601,0.62,165,109,10626,38985,0,0
"B",602,0.62,177,114,10626,38985,0,0
"B",603,0.63,164,93,10627,38984,0,0
"B",604,0.63,156,123,10633,38978,0,0
"B",605,0.64,179,121,10634,38977,0,0
"B",606,0.65,177,118,10635,38976,0,0
"B",607,0.65,189,130,10639,38971,0,0
"B",608,0.66,198,121,10637,38973,0,0
"B",609,0.66,197,143,10636,38974,0,0
"B",610,0.67,181,119,10637,38973,0,0
"B",611,0.67,158,114,10634,38976,0,0
"B",612,0.68,182,131,10635,38976,0,0
"B",613,0.68,198,141,10634,38977,0,0
"B",614,0.68,187,140,10627,38983,0,0
"B",615,0.69,198,143,10627,38983,0,0
"B",616,0.69,222,141,10628,38982,0,0
"B",617,0.7,198,129,10629,38981,0,0
"B",618,0.7,201,129,10630,38980,0,0
"B",619,0.71,230,141,10637,38974,0,0
"B",620,0.71,209,156,10633,38978,0,0
"B",621,0.71,219,178,10635,38976,0,0
"B",622,0.72,238,138,10638,38973,0,0
"B",623,0.72,222,180,10642,38969,0,0
"B",624,0.73,230,146,10641,38970,0,0
"B",625,0.73,219,147,10639,38972,0,0
"B",626,0.73,236,165,10641,38971,0,0
"B",627,0.74,234,161,10633,38979,0,0
"B",628,0.74,245,185,10631,38981,0,0
"B",629,0.75,229,164,10631,38981,0,0
"B",630,0.75,233,161,10635,38977,0,0
"B",631,0.76,208,199,10631,38981,0,0
"B",632,0.76,218,164,10630,38982,0,0
"B",633,0.76,234,189,10629,38983,0,0
"B",634,0.76,233,158,10624,38988,0,0
"B",635,0.76,265,176,10623,38989,0,0
"B",636,0.77,260,164,10623,38989,0,0
"B",637,0.77,245,194,10620,38992,0,0
"B",638,0.77,254,167,10625,38986,0,0
"B",639,0.78,214,184,10624,38987,0,0
"B",640,0.78,256,194,10621,38990,0,0
"B",641,0.78,232,164,10633,38978,0,0
"B",642,0.78,259,162,10629,38981,0,0
"B",643,0.78,239,204,10623,38987,0,0
"B",644,0.79,228,169,10625,38985,0,0
"B",645,0.79,263,183,10628,38982,0,0
"B",646,0.79,265,174,10628,38981,0,0
"B",647,0.8,239,171,10628,38981,0,0
"B",648,0.79,241,166,10627,38982,0,0
"B",649,0.8,267,163,10627,38982,0,0
"B",650,0.8,244,183,10625,38984,0,0
"B",651,0.8,236,181,10622,38987,0,0
"B",652,0.8,221,167,10629,38980,0,0
"B",653,0.8,259,178,10629,38980,0,0
"B",654,0.8,232,151,10631,38977,0,0
"B",655,0.8,229,188,10630,38978,0,0
"B",656,0.8,245,197,10632,38976,0,0
"B",657,0.81,232,157,10629,38979,0,0
"B",658,0.81,229,203,10626,38982,0,0
"B",659,0.81,226,150,10624,38984,0,0
"B",660,0.81,228,169,10625,38983,0,0
"B",661,0.81,237,166,10623,38985,0,0
"B",662,0.81,219,174,10626,38982,0,0
"B",663,0.81,216,148,10629,38979,0,0
"B",664,0.82,207,165,10633,38975,0,0
"B",665,0.81,213,143,10630,38978,0,0
"B",666,0.82,217,154,10633,38975,0,0
"B",667,0.82,203,133,10631,38977,0,0
"B",668,0.82,206,149,10636,38972,0,0
"B",669,0.82,216,143,10639,38969,0,0
"B",670,0.82,214,128,10648,38960,0,0
"B",671,0.82,209,119,10650,38958,0,0
"B",672,0.81,207,159,10651,38957,0,0
"B",673,0.82,190,124,10651,38957,0,0
"B",674,0.82,194,120,10647,38961,0,0
"B",675,0.82,174,135,10648,38960,0,0
"B",676,0.82,163,138,10648,38960,0,0
"B",677,0.82,176,127,10648,38960,0,0
"B",678,0.82,162,130,10656,38952,0,0
"B",679,0.82,159,139,10658,38950,0,0
"B",680,0.82,145,123,10665,38943,0,0
"B",681,0.82,170,101,10667,38941,0,0
"B",682,0.81,182,106,10666,38942,0,0
"B",683,0.81,146,108,10664,38944,0,0
"B",684,0.81,146,105,10665,38943,0,0
"B",685,0.81,124,101,10666,38942,0,0
"B",686,0.81,121,91,10666,38942,0,0
"B",687,0.81,129,102,10665,38943,0,0
"B",688,0.81,118,99,10663,38945,0,0
"B",689,0.81,136,83,10652,38956,0,0
"B",690,0.81,113,82,10649,38959,0,0
"B",691,0.81,104,58,10653,38955,0,0
"B",692,0.81,89,72,10653,38955,0,0
"B",693,0.81,93,71,10649,38959,0,0
"B",694,0.8,107,62,10654,38954,0,0
"B",695,0.8,89,55,10659,38949,0,0
"B",696,0.8,91,52,10656,38952,0,0
"B",697,0.8,70,64,10660,38948,0,0
"B",698,0.8,75,61,10661,38947,0,0
"B",699,0.79,89,53,10659,38949,0,0
"B",700,0.79,71,42,10665,38943,0,0
"B",701,0.79,77,43,10665,38943,0,0
"B",702,0.79,66,38,10670,38938,0,0
"B",703,0.79,52,39,10674,38934,0,0
"B",704,0.79,66,25,10672,38936,0,0
"B",705,0.78,58,42,10675,38933,0,0
"B",706,0.78,48,34,10671,38937,0,0
"B",707,0.78,42,23,10669,38939,0,0
"B",708,0.77,39,25,10665,38943,0,0
"B",709,0.77,39,27,10666,38942,0,0
"B",710,0.77,29,22,10667,38941,0,0
"B",711,0.77,28,18,10668,38940,0,0
"B",712,0.76,25,24,10668,38940,0,0
"B",713,0.76,23,13,10672,38936,0,0
"B",714,0.76,14,18,10667,38941,0,0
"B",715,0.75,15,19,10666,38942,0,0
"B",716,0.75,28,12,10665,38943,0,0
"B",717,0.75,15,12,10662,38946,0,0
"B",718,0.75,19,7,10667,38941,0,0
"B",719,0.75,16,7,10669,38939,0,0
"B",720,0.74,8,5,10671,38937,0,0
"B",721,0.74,9,6,10671,38937,0,0
"B",722,0.73,14,3,10669,38939,0,0
"B",723,0.73,10,8,10671,38937,0,0
"B",724,0.73,13,3,10671,38937,0,0
"B",725,0.72,9,6,10669,38939,0,0
"B",726,0.72,6,5,10665,38943,0,0
"B",727,0.72,6,4,10666,38942,0,0
"B",728,0.71,5,2,10663,38945,0,0
"B",729,0.71,7,1,10661,38947,0,0
"B",730,0.7,4,1,10656,38952,0,0
